owner_org,bla,bla2,sample_id,notes,name,spatial,license_id,resource_permissions,access_control_date,access_control_mode,sequence_data_type,related_data,am_environment,ammonium_nitrogen_wt,ammonium_nitrogen_wt_meth,analysis_software_version,archive_ingestion_date,bioplatforms_dataset_id,bioplatforms_project,bioplatforms_project_code,biotic_relationship,boron_hot_cacl2,boron_hot_cacl2_meth,clay,clay_meth,coarse_sand,coarse_sand_meth,collection_date,color,conductivity,conductivity_meth,data_generated,data_type,database_schema_definitions_url,dataset_id,dataset_url,date_of_transfer,depth,depth_lower,depth_upper,description,dtpa_copper,dtpa_copper_meth,dtpa_iron,dtpa_iron_meth,dtpa_manganese,dtpa_manganese_meth,dtpa_zinc,dtpa_zinc_meth,elev,env_broad_scale,env_local_scale,env_medium,exc_aluminium,exc_aluminium_meth,exc_calcium,exc_calcium_meth,exc_magnesium,exc_magnesium_meth,exc_potassium,exc_potassium_meth,exc_sodium,exc_sodium_meth,facility,fine_sand,fine_sand_meth,flow_id,folder_name,general_env_feature,geo_loc_name,gravel,gravel_meth,hyperspectral_analysis,hyperspectral_analysis_meth,insert_size_range,lat_lon,latitude,library_construction_protocol,local_class,local_class_meth,longitude,ncbi_bioproject_accession,ncbi_bioproject_accession_number,ncbi_biosample_accession,ncbi_biosample_accession_number,nitrate_nitrogen,nitrate_nitrogen_meth,nucl_acid_ext,organic_carbon,organic_carbon_meth,ph,ph_meth,ph_solid_h2o,ph_solid_h2o_meth,phosphorus_colwell,phosphorus_colwell_meth,potassium_colwell,potassium_colwell_meth,read_length,sample_database_file,sample_extraction_id,sample_metadata_ingest_date,sample_metadata_ingest_file,sample_metadata_update_history,sample_site_location_description,sample_submission_date,sample_type,sand,sand_meth,sequencer,silt,silt_meth,slope_aspect,slope_gradient,source_mat_id,store_cond,sulphur,sulphur_meth,texture,texture_meth,ticket,url,utc_date_sampled,vegetation_type,water_content,water_content_soil_meth,Sample
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,7888_1,"Namadgi NP, Metagenomics",bpa-base-metagenomics-7888_1-h3vckbcxx,"{""coordinates"": [148.80225, -35.431], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2015-09-27,date,illumina-shortread,NA,Soil,4,meth_2.1,1.8.2,2015-06-29,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,0.21,meth_2.1,13.21,meth_2.1,46.66,meth_2.1,2013-07-30T00:00:00Z,GRYW,0.032,meth_2.1,2015-06-29,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,NA,2015-06-29,0,0.1,0,BASE metagenomics,0.64,meth_2.1,95.36,meth_2.1,17.17,meth_2.1,3.17,meth_2.1,1145,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],1.903,meth_2.1,0.6,meth_2.1,0.35,meth_2.1,0.47,meth_2.1,0.04,meth_2.1,AGRF,22.78,meth_2.1,H3VCKBCXX,20150629_AGRF_BPA_BASE_H3VFCBCXX,Temperate,Australia:Australian Capital Territory [GAZ_00002788],35,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,550bp,-35.431 148.80225,-35.431,TruSeq PCR Free DNA,Tenosols,meth_2.27,148.80225,PRJNA317932,PRJNA317932,SAMN04873689,SAMN04873689,1e-10,meth_2.1,meth_3.1.1,2.52,meth_2.1,4.5,meth_2.1,5.3,meth_2.1,4,meth_2.1,217,meth_2.1,150bp,AM_db_v4.2_202408091431.db,7888_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;,Namadgi NP,2015-06-29,Soil,69.44,meth_2.1,HiSeq 2500,17.35,meth_2.1,NA,20,102.100.100/7888,frozen,2.1,meth_2.1,2,meth_2.1,BRLOPS-660,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7888,2013-07-30,Forest,20.94,meth_2.1,7888
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,7892_1,"Nowanup, Metagenomics",bpa-base-metagenomics-7892_1-h3wk2bcxx,"{""coordinates"": [118.720502, -34.240089], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2015-09-03,date,illumina-shortread,NA,Soil,3,meth_2.1,1.8.2,2015-06-05,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,1.45,meth_2.1,23.26,meth_2.1,43.36,meth_2.1,2013-03-07T00:00:00Z,LTBR,0.198,meth_2.1,2015-06-05,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,NA,2015-06-05,0,0.1,0,BASE metagenomics,0.56,meth_2.1,69.21,meth_2.1,1.52,meth_2.1,1.1,meth_2.1,119.2,1 Conservation and Natural Environments,1.3.4 Rehabilitation,Soil [ENVO_00001998],0.234,meth_2.1,2.09,meth_2.1,3.52,meth_2.1,0.45,meth_2.1,1.6,meth_2.1,AGRF,24.25,meth_2.1,H3WK2BCXX,20150605_AGRF_BPA_BASE_H3WL3BCXX,Temperate,Australia:Western Australia [GAZ_00002789],20,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,670bp,-34.240089 118.720502,-34.240089,TruSeq DNA nano,Sodosol,meth_2.27,118.720502,PRJNA317932,PRJNA317932,SAMN04873693,SAMN04873693,1,meth_2.1,meth_3.1.1,2.11,meth_2.1,4.8,meth_2.1,5.8,meth_2.1,7,meth_2.1,207,meth_2.1,150bp,AM_db_v4.2_202408091431.db,7892_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Nowanup,2015-06-05,Soil,67.61,meth_2.1,HiSeq 2500,9.12,meth_2.1,NA,1,102.100.100/7892,frozen,12.7,meth_2.1,2.5,meth_2.1,BRLOPS-651,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7892,2013-03-07,Woodland,6.745311555,meth_2.1,7892
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,7894_1,"Nowanup, Metagenomics",bpa-base-metagenomics-7894_1-h2thfbcxx,"{""coordinates"": [118.721042, -34.241561], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2017-08-09,date,illumina-shortread,NA,Soil,2,meth_2.1,1.8.2,2017-05-11,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,2.38,meth_2.1,30.01,meth_2.1,45.02,meth_2.1,2013-03-07T00:00:00Z,LTBR,0.373,meth_2.1,2017-05-11,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,NA,2017-05-11,0,0.1,0,BASE metagenomics,0.47,meth_2.1,35.95,meth_2.1,1.35,meth_2.1,1.1,meth_2.1,116.7,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.162,meth_2.1,3.59,meth_2.1,6.6,meth_2.1,0.5,meth_2.1,2.77,meth_2.1,RAMACIOTTI,19.96,meth_2.1,H2THFBCXX,20150522_UNSW_BPA_BASE_H2THFBCXX,Temperate,Australia:Western Australia [GAZ_00002789],15,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,300-1000bp,-34.241561 118.721042,-34.241561,TruSeq Nano,Sodosol,meth_2.27,118.721042,PRJNA317932,PRJNA317932,SAMN04873695,SAMN04873695,1e-10,meth_2.1,meth_3.1.1,2.2,meth_2.1,5.7,meth_2.1,6.5,meth_2.1,3,meth_2.1,214,meth_2.1,150bp,AM_db_v4.2_202408091431.db,7894_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Nowanup,2017-05-11,Soil,64.98,meth_2.1,HiSeq2500,5.01,meth_2.1,NA,1,102.100.100/7894,frozen,25.5,meth_2.1,2.5,meth_2.1,BRLOPS-649,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7894,2013-03-07,Woodland,11.06998654,meth_2.1,7894
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,7896_1,"Peniup 1, Metagenomics",bpa-base-metagenomics-7896_1-h2tknbcxx,"{""coordinates"": [118.852825, -34.086318], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2017-08-09,date,illumina-shortread,NA,Soil,2,meth_2.1,1.8.2,2017-05-11,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,0.94,meth_2.1,9.16,meth_2.1,60.26,meth_2.1,2013-03-18T00:00:00Z,BR,0.127,meth_2.1,2017-05-11,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,NA,2017-05-11,0,0.1,0,BASE metagenomics,0.45,meth_2.1,31.85,meth_2.1,14.04,meth_2.1,0.89,meth_2.1,179.7,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.071,meth_2.1,9.94,meth_2.1,2.5,meth_2.1,0.74,meth_2.1,0.41,meth_2.1,RAMACIOTTI,21.37,meth_2.1,H2TKNBCXX,20150522_UNSW_BPA_BASE_H2TKNBCXX,Temperate,Australia:Western Australia [GAZ_00002789],0,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,300-1000bp,-34.086318 118.852825,-34.086318,TruSeq Nano,Sodosol,meth_2.27,118.852825,PRJNA317932,PRJNA317932,SAMN04873697,SAMN04873697,22,meth_2.1,meth_3.1.1,2.49,meth_2.1,5.7,meth_2.1,6.3,meth_2.1,10,meth_2.1,304,meth_2.1,150bp,AM_db_v4.2_202408091431.db,7896_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Peniup 1,2017-05-11,Soil,81.63,meth_2.1,HiSeq2500,9.21,meth_2.1,NA,NA,102.100.100/7896,frozen,12.1,meth_2.1,2,meth_2.1,BRLOPS-650,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7896,2013-03-18,Woodland,9.651574436,meth_2.1,7896
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,7898_1,"Peniup 1, Metagenomics",bpa-base-metagenomics-7898_1-h33cgbcxx,"{""coordinates"": [118.851229, -34.084868], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2015-09-17,date,illumina-shortread,NA,Soil,2,meth_2.1,1.8.2,2015-06-19,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,0.38,meth_2.1,7.6,meth_2.1,68.91,meth_2.1,2013-03-18T00:00:00Z,BR,0.069,meth_2.1,2015-06-19,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,NA,2015-06-19,0,0.1,0,BASE metagenomics,0.24,meth_2.1,30.83,meth_2.1,16.92,meth_2.1,0.54,meth_2.1,181.3,1 Conservation and Natural Environments,1.3.4 Rehabilitation,Soil [ENVO_00001998],0.219,meth_2.1,3.77,meth_2.1,0.6,meth_2.1,0.51,meth_2.1,0.08,meth_2.1,AGRF,19.63,meth_2.1,H33CGBCXX,20150619_AGRF_BPA_BASE_H33CGBCXX,Temperate,Australia:Western Australia [GAZ_00002789],0,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,550bp,-34.084868 118.851229,-34.084868,TruSeq DNA nano,Sodosol,meth_2.27,118.851229,PRJNA317932,PRJNA317932,SAMN04873699,SAMN04873699,26,meth_2.1,meth_3.1.1,1.12,meth_2.1,4.8,meth_2.1,5.4,meth_2.1,22,meth_2.1,224,meth_2.1,150bp,AM_db_v4.2_202408091431.db,7898_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Peniup 1,2015-06-19,Soil,88.55,meth_2.1,HiSeq 2500,3.85,meth_2.1,NA,NA,102.100.100/7898,frozen,7.1,meth_2.1,2,meth_2.1,BRLOPS-657,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7898,2013-03-18,Woodland,7.182583823,meth_2.1,7898
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,7898_1,"Peniup 1, Metagenomics",bpa-base-metagenomics-7898_1-h3vfcbcxx,"{""coordinates"": [118.851229, -34.084868], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2015-09-27,date,illumina-shortread,NA,Soil,2,meth_2.1,1.8.2,2015-06-29,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,0.38,meth_2.1,7.6,meth_2.1,68.91,meth_2.1,2013-03-18T00:00:00Z,BR,0.069,meth_2.1,2015-06-29,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,NA,2015-06-29,0,0.1,0,BASE metagenomics,0.24,meth_2.1,30.83,meth_2.1,16.92,meth_2.1,0.54,meth_2.1,181.3,1 Conservation and Natural Environments,1.3.4 Rehabilitation,Soil [ENVO_00001998],0.219,meth_2.1,3.77,meth_2.1,0.6,meth_2.1,0.51,meth_2.1,0.08,meth_2.1,AGRF,19.63,meth_2.1,H3VFCBCXX,20150629_AGRF_BPA_BASE_H3VFCBCXX,Temperate,Australia:Western Australia [GAZ_00002789],0,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,550bp,-34.084868 118.851229,-34.084868,TruSeq DNA nano,Sodosol,meth_2.27,118.851229,PRJNA317932,PRJNA317932,SAMN04873699,SAMN04873699,26,meth_2.1,meth_3.1.1,1.12,meth_2.1,4.8,meth_2.1,5.4,meth_2.1,22,meth_2.1,224,meth_2.1,150bp,AM_db_v4.2_202408091431.db,7898_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Peniup 1,2015-06-29,Soil,88.55,meth_2.1,HiSeq 2500,3.85,meth_2.1,NA,NA,102.100.100/7898,frozen,7.1,meth_2.1,2,meth_2.1,BRLOPS-660,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7898,2013-03-18,Woodland,7.182583823,meth_2.1,7898
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,7900_1,"Peniup 1, Metagenomics",bpa-base-metagenomics-7900_1-h2thfbcxx,"{""coordinates"": [118.850197, -34.08451], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2017-08-09,date,illumina-shortread,NA,Soil,6,meth_2.1,1.8.2,2017-05-11,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,0.34,meth_2.1,7.72,meth_2.1,72.94,meth_2.1,2013-03-18T00:00:00Z,LTBR,0.092,meth_2.1,2017-05-11,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,NA,2017-05-11,0,0.1,0,BASE metagenomics,0.46,meth_2.1,50.68,meth_2.1,27.18,meth_2.1,0.69,meth_2.1,180.6,3 Production from Dryland Agriculture and Plantations,4.2.3 Irrigated legume/grass mixtures,Soil [ENVO_00001998],0.307,meth_2.1,3.48,meth_2.1,0.67,meth_2.1,0.48,meth_2.1,0.1,meth_2.1,RAMACIOTTI,17.39,meth_2.1,H2THFBCXX,20150522_UNSW_BPA_BASE_H2THFBCXX,Temperate,Australia:Western Australia [GAZ_00002789],0,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,300-1000bp,-34.08451 118.850197,-34.08451,TruSeq Nano,Sodosol,meth_2.27,118.850197,PRJNA317932,PRJNA317932,SAMN04873701,SAMN04873701,30,meth_2.1,meth_3.1.1,1.13,meth_2.1,4.5,meth_2.1,5.1,meth_2.1,36,meth_2.1,196,meth_2.1,150bp,AM_db_v4.2_202408091431.db,7900_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Peniup 1,2017-05-11,Soil,90.33,meth_2.1,HiSeq2500,1.95,meth_2.1,NA,3,102.100.100/7900,frozen,6.5,meth_2.1,2,meth_2.1,BRLOPS-649,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7900,2013-03-18,Grassland,10.54058634,meth_2.1,7900
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,7904_1,"Peniup 2, Metagenomics",bpa-base-metagenomics-7904_1-h2tfjbcxx,"{""coordinates"": [118.868672, -34.077238], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2017-08-09,date,illumina-shortread,NA,Soil,3,meth_2.1,1.8.2,2017-05-11,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,0.61,meth_2.1,9.68,meth_2.1,64.25,meth_2.1,2013-03-19T00:00:00Z,GRBR,0.114,meth_2.1,2017-05-11,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,NA,2017-05-11,0,0.1,0,BASE metagenomics,0.18,meth_2.1,77.81,meth_2.1,1.36,meth_2.1,0.51,meth_2.1,192.8,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.103,meth_2.1,2.16,meth_2.1,1.42,meth_2.1,0.13,meth_2.1,0.69,meth_2.1,RAMACIOTTI,24.11,meth_2.1,H2TFJBCXX,20150514_UNSW_BPA_BASE_H2TFJBCXX,Temperate,Australia:Western Australia [GAZ_00002789],5,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,300-1000bp,-34.077238 118.868672,-34.077238,TruSeq Nano,Sodosol,meth_2.27,118.868672,PRJNA317932,PRJNA317932,SAMN04873705,SAMN04873705,1e-10,meth_2.1,meth_3.1.1,1.86,meth_2.1,5,meth_2.1,6,meth_2.1,4,meth_2.1,49,meth_2.1,150bp,AM_db_v4.2_202408091431.db,7904_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Peniup 2,2017-05-11,Soil,88.36,meth_2.1,HiSeq2500,1.96,meth_2.1,NA,0,102.100.100/7904,frozen,10,meth_2.1,1.5,meth_2.1,BRLOPS-638,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7904,2013-03-19,Woodland,5.986696231,meth_2.1,7904
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,7910_1,"Peniup 3, Metagenomics",bpa-base-metagenomics-7910_1-h2tfjbcxx,"{""coordinates"": [118.860087, -34.093906], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2017-08-09,date,illumina-shortread,NA,Soil,3,meth_2.1,1.8.2,2017-05-11,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,0.36,meth_2.1,8.02,meth_2.1,74.28,meth_2.1,2013-03-20T00:00:00Z,GRBR,0.032,meth_2.1,2017-05-11,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,NA,2017-05-11,0,0.1,0,BASE metagenomics,0.36,meth_2.1,49.71,meth_2.1,3.21,meth_2.1,0.69,meth_2.1,188.1,1 Conservation and Natural Environments,1.3.4 Rehabilitation,Soil [ENVO_00001998],0.216,meth_2.1,2.23,meth_2.1,0.55,meth_2.1,0.1,meth_2.1,0.15,meth_2.1,RAMACIOTTI,19.74,meth_2.1,H2TFJBCXX,20150514_UNSW_BPA_BASE_H2TFJBCXX,Temperate,Australia:Western Australia [GAZ_00002789],15,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,300-1000bp,-34.093906 118.860087,-34.093906,TruSeq Nano,Sodosol,meth_2.27,118.860087,PRJNA317932,PRJNA317932,SAMN04873711,SAMN04873711,6,meth_2.1,meth_3.1.1,1.84,meth_2.1,4.6,meth_2.1,5.5,meth_2.1,11,meth_2.1,40,meth_2.1,150bp,AM_db_v4.2_202408091431.db,7910_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Peniup 3,2017-05-11,Soil,94.01,meth_2.1,HiSeq2500,1e-10,meth_2.1,NA,3,102.100.100/7910,frozen,3.2,meth_2.1,1.5,meth_2.1,BRLOPS-638,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7910,2013-03-20,Woodland,2.97470114,meth_2.1,7910
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,7912_1,"Peniup 3, Metagenomics",bpa-base-metagenomics-7912_1-h33cgbcxx,"{""coordinates"": [118.861484, -34.094451], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2015-09-17,date,illumina-shortread,NA,Soil,2,meth_2.1,1.8.2,2015-06-19,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,0.52,meth_2.1,8.01,meth_2.1,71.95,meth_2.1,2013-03-20T00:00:00Z,GRYW,0.068,meth_2.1,2015-06-19,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,NA,2015-06-19,0,0.1,0,BASE metagenomics,0.17,meth_2.1,79.2,meth_2.1,1.52,meth_2.1,0.45,meth_2.1,185.4,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.222,meth_2.1,2.29,meth_2.1,1.08,meth_2.1,0.12,meth_2.1,0.24,meth_2.1,AGRF,19.03,meth_2.1,H33CGBCXX,20150619_AGRF_BPA_BASE_H33CGBCXX,Temperate,Australia:Western Australia [GAZ_00002789],10,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,550bp,-34.094451 118.861484,-34.094451,TruSeq DNA nano,Sodosol,meth_2.27,118.861484,PRJNA317932,PRJNA317932,SAMN04873713,SAMN04873713,1,meth_2.1,meth_3.1.1,1.59,meth_2.1,4.8,meth_2.1,5.7,meth_2.1,2,meth_2.1,46,meth_2.1,150bp,AM_db_v4.2_202408091431.db,7912_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Peniup 3,2015-06-19,Soil,90.98,meth_2.1,HiSeq 2500,1.01,meth_2.1,NA,3,102.100.100/7912,frozen,5.7,meth_2.1,1.5,meth_2.1,BRLOPS-657,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/7912,2013-03-20,Woodland,4.553794829,meth_2.1,7912
