seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_374348	3965	No terminal repeats	4	11	0.7397	NA	0	0.7276	NA	NA
k127_159520	312	No terminal repeats	1	11	0.7392	NA	1	1.1063	T_virB2	NA
k127_20642	3044	No terminal repeats	5	11	0.7380	NA	0	0.5132	NA	NA
k127_193372	3727	No terminal repeats	4	11	0.7378	NA	0	0.5029	NA	NA
k127_433599	6968	No terminal repeats	8	11	0.7375	NA	0	1.1843	NA	NF033476
k127_53541	688	No terminal repeats	2	11	0.7365	NA	1	1.1720	NA	NA
k127_407641	305	No terminal repeats	1	11	0.7335	NA	1	1.1179	T_virB6	NA
k127_99323	1679	No terminal repeats	2	11	0.7332	NA	1	1.4636	F_traE	NA
k127_289576	323	No terminal repeats	1	11	0.7329	NA	1	0.9672	NA	NA
k127_452861	2561	No terminal repeats	5	11	0.7327	NA	0	1.6048	NA	NA
k127_315381	2791	No terminal repeats	4	11	0.7325	NA	0	1.2127	NA	NA
k127_311413	3232	No terminal repeats	2	11	0.7320	NA	0	0.4998	NA	NA
k127_347147	2910	No terminal repeats	5	11	0.7296	NA	0	1.0285	NA	NA
k127_466670	316	No terminal repeats	1	11	0.7289	NA	1	1.1508	I_traI	NA
k127_10822	4216	No terminal repeats	3	11	0.7259	NA	0	1.7504	NA	NA
k127_417755	2642	No terminal repeats	4	11	0.7248	NA	0	0.6063	NA	NA
k127_486043	348	No terminal repeats	1	11	0.7245	NA	1	0.9967	T_virB9	NA
k127_186756	464	No terminal repeats	2	11	0.7217	NA	1	1.5789	NA	NA
k127_13630	802	No terminal repeats	3	11	0.7203	NA	1	1.2962	T_virB3	NA
k127_160711	343	No terminal repeats	1	11	0.7178	NA	1	0.9625	T_virB9	NA
k127_237905	2676	No terminal repeats	4	11	0.7155	NA	0	0.6580	NA	NA
k127_437636	16450	No terminal repeats	15	11	0.7152	NA	0	0.3067	NA	NA
k127_59356	318	No terminal repeats	1	11	0.7140	NA	1	1.0188	T_virB8	NA
k127_512916	331	No terminal repeats	1	11	0.7139	NA	1	1.0188	T_virB8	NA
k127_529832	6954	No terminal repeats	5	11	0.7136	NA	0	0.7041	NA	NA
k127_518603	2548	No terminal repeats	3	11	0.7118	NA	0	0.3394	NA	NA
k127_75122	306	No terminal repeats	1	11	0.7115	NA	1	1.1462	I_traN	NA
k127_229822	15286	No terminal repeats	14	11	0.7099	NA	0	0.7875	NA	NA
k127_542773	4363	No terminal repeats	3	11	0.7094	NA	0	0.9752	NA	NA
k127_529289	2571	No terminal repeats	5	11	0.7085	NA	0	0.7537	NA	NA
k127_264007	379	No terminal repeats	1	11	0.7069	NA	1	0.9967	T_virB9	NA
k127_17609	363	No terminal repeats	1	11	0.7068	NA	1	1.1720	NA	NA
k127_48215	6643	No terminal repeats	7	11	0.7066	NA	0	1.8647	NA	NA
k127_305649	8993	No terminal repeats	13	11	0.7043	NA	0	1.5358	NA	NA
k127_71974	933	No terminal repeats	1	11	0.7037	NA	1	1.1426	NA	NA
k127_55955	313	No terminal repeats	1	11	0.7031	NA	1	1.0647	T_virB9	NA
k127_491896	3806	No terminal repeats	2	11	0.7003	NA	0	1.3743	NA	NA
