seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_3566	3376	No terminal repeats	6	11	0.8975	NA	0	1.0263	NA	NA
k127_468779	682	No terminal repeats	2	11	0.8971	NA	1	1.4636	F_traE	NA
k127_1001932	663	No terminal repeats	2	11	0.8968	NA	1	0.8949	NA	NA
k127_897172	3062	No terminal repeats	5	11	0.8967	NA	1	2.5589	F_traE	NA
k127_548999	3220	No terminal repeats	4	11	0.8965	NA	0	0.5992	NA	NA
k127_829278	738	No terminal repeats	2	11	0.8963	NA	1	0.9172	NA	NA
k127_286032	607	No terminal repeats	2	11	0.8955	NA	1	1.4636	F_traE	NA
k127_508066	333	No terminal repeats	1	11	0.8952	NA	1	1.3736	T_virB3	NA
k127_274995	984	No terminal repeats	3	11	0.8938	NA	1	1.4636	F_traE	NA
k127_581917	3264	No terminal repeats	6	11	0.8937	NA	0	1.2959	NA	NA
k127_891248	348	No terminal repeats	1	15	0.8933	NA	1	1.2017	F_traH	NA
k127_357120	556	No terminal repeats	1	11	0.8924	NA	1	0.8949	NA	NA
k127_409351	2715	No terminal repeats	3	11	0.8922	NA	0	0.7949	NA	NA
k127_776622	676	No terminal repeats	1	11	0.8920	NA	1	0.8949	NA	NA
k127_58048	373	No terminal repeats	2	11	0.8884	NA	1	1.4905	T_virB3	NA
k127_555435	2884	No terminal repeats	4	11	0.8882	NA	0	2.0156	NA	NF033134
k127_720585	3318	No terminal repeats	2	11	0.8874	NA	0	1.4710	NA	NA
k127_542158	2853	No terminal repeats	3	11	0.8868	NA	0	1.2568	NA	NA
k127_1054650	3510	DTR	4	11	0.8867	NA	0	1.5559	NA	NA
k127_401473	587	No terminal repeats	1	11	0.8866	NA	1	0.8949	NA	NA
k127_925773	1297	No terminal repeats	2	11	0.8864	NA	1	1.1540	NA	NA
k127_157730	809	No terminal repeats	1	11	0.8855	NA	1	0.9963	NA	NA
k127_870445	356	No terminal repeats	1	11	0.8853	NA	1	1.3816	NA	NA
k127_23191	5116	No terminal repeats	7	11	0.8845	NA	0	1.3217	NA	NA
k127_921777	626	No terminal repeats	2	11	0.8843	NA	1	1.4636	F_traE	NA
k127_41453	11600	No terminal repeats	8	11	0.8837	NA	1	1.0526	NA	NA
k127_1019768	4243	No terminal repeats	5	11	0.8837	NA	0	1.4670	NA	NF000493
k127_21898	381	No terminal repeats	1	11	0.8830	NA	1	1.3397	T_virB8	NA
k127_841554	16799	No terminal repeats	11	11	0.8824	NA	0	2.0546	NA	NA
k127_717751	4835	No terminal repeats	8	11	0.8819	NA	0	2.2437	NA	NA
k127_1016799	589	No terminal repeats	2	11	0.8809	NA	1	1.4636	F_traE	NA
k127_609575	716	No terminal repeats	2	11	0.8802	NA	1	1.4688	NA	NA
k127_175361	336	No terminal repeats	1	11	0.8797	NA	1	1.3816	NA	NA
k127_60335	1229	No terminal repeats	2	11	0.8796	NA	1	1.1426	NA	NA
k127_186417	403	No terminal repeats	1	11	0.8792	NA	1	1.5789	NA	NA
k127_837594	534	No terminal repeats	1	11	0.8786	NA	1	0.8949	NA	NA
k127_363973	4035	No terminal repeats	5	11	0.8781	NA	0	2.2549	NA	NA
k127_855598	3797	No terminal repeats	5	11	0.8768	NA	0	0.9171	NA	NA
k127_294136	311	No terminal repeats	1	11	0.8765	NA	1	1.1756	T_virB8	NA
k127_140412	304	No terminal repeats	2	11	0.8763	NA	1	1.5332	NA	NA
k127_561477	377	No terminal repeats	1	11	0.8762	NA	1	1.2242	MOBP1	NA
k127_742078	4285	No terminal repeats	5	11	0.8741	NA	0	0.7486	NA	NA
k127_928661	1142	No terminal repeats	2	11	0.8740	NA	1	1.4688	NA	NA
k127_132229	3378	No terminal repeats	5	11	0.8734	NA	0	0.9149	NA	NA
k127_194960	492	No terminal repeats	1	11	0.8732	NA	1	1.2242	MOBP1	NA
k127_870117	316	No terminal repeats	1	11	0.8713	NA	1	1.3801	NA	NA
k127_109646	3243	No terminal repeats	3	11	0.8706	NA	0	1.2568	NA	NA
k127_889901	712	No terminal repeats	2	11	0.8706	NA	1	1.4894	MOBQ	NA
k127_308762	5363	No terminal repeats	4	11	0.8704	NA	0	0.5618	NA	NA
k127_14086	2675	No terminal repeats	3	11	0.8704	NA	0	0.8407	NA	NA
k127_519586	623	No terminal repeats	1	11	0.8695	NA	1	1.2242	MOBP1	NA
k127_440548	3951	No terminal repeats	6	11	0.8693	NA	0	0.9544	NA	NA
k127_708552	3381	No terminal repeats	4	11	0.8677	NA	0	1.1425	NA	NA
k127_231825	439	No terminal repeats	2	11	0.8675	NA	1	1.4636	F_traE	NA
k127_944330	369	No terminal repeats	1	11	0.8672	NA	1	1.4636	F_traE	NA
k127_628655	3664	No terminal repeats	4	11	0.8669	NA	0	0.7064	NA	NA
k127_946708	5313	No terminal repeats	5	11	0.8663	NA	0	0.3959	NA	NA
k127_157250	2283	No terminal repeats	3	11	0.8653	NA	1	1.5789	NA	NA
k127_839230	2789	No terminal repeats	4	11	0.8650	NA	0	1.1480	NA	NA
k127_848794	540	No terminal repeats	2	11	0.8647	NA	1	1.3503	NA	NA
k127_100805	496	No terminal repeats	2	11	0.8646	NA	1	0.9172	NA	NA
k127_564282	1550	No terminal repeats	3	11	0.8643	NA	1	2.7416	NA	NA
k127_846678	2514	No terminal repeats	4	11	0.8624	NA	0	1.1425	NA	NA
k127_344004	452	No terminal repeats	2	11	0.8617	NA	1	0.9172	NA	NA
k127_434777	3722	No terminal repeats	6	11	0.8614	NA	0	1.7183	NA	NA
k127_364726	434	No terminal repeats	1	11	0.8613	NA	1	1.1169	NA	NA
k127_952220	2894	No terminal repeats	3	11	0.8608	NA	0	0.4671	NA	NA
k127_418842	598	No terminal repeats	1	11	0.8605	NA	1	0.9172	NA	NA
k127_953269	572	No terminal repeats	2	11	0.8600	NA	1	1.4636	F_traE	NA
k127_889845	719	No terminal repeats	2	11	0.8597	NA	1	1.4636	F_traE	NA
k127_76242	2975	No terminal repeats	4	11	0.8595	NA	0	1.2053	NA	NA
k127_58729	2856	No terminal repeats	3	11	0.8594	NA	0	0.4180	NA	NA
k127_323242	2645	No terminal repeats	4	11	0.8591	NA	0	2.7164	NA	NA
k127_517323	3139	No terminal repeats	4	11	0.8587	NA	0	0.8355	NA	NA
k127_492257	2688	No terminal repeats	4	11	0.8586	NA	0	1.7148	NA	NA
k127_317445	648	No terminal repeats	1	11	0.8583	NA	1	1.3816	NA	NA
k127_670559	2800	No terminal repeats	3	11	0.8581	NA	0	0.7847	NA	NA
k127_113132	2907	No terminal repeats	3	11	0.8574	NA	0	0.9182	NA	NA
k127_291026	2665	No terminal repeats	3	11	0.8566	NA	0	0.9600	NA	NA
k127_735376	916	No terminal repeats	1	11	0.8547	NA	1	1.3112	MOBP1	NA
k127_962124	439	No terminal repeats	2	11	0.8542	NA	1	1.4851	G_tfc8	NA
k127_122420	431	No terminal repeats	1	11	0.8540	NA	1	1.3397	T_virB8	NA
k127_999771	317	No terminal repeats	1	11	0.8540	NA	1	1.3288	T_virB6	NA
k127_343997	375	No terminal repeats	2	11	0.8539	NA	1	0.9172	NA	NA
k127_545167	1155	No terminal repeats	2	11	0.8537	NA	1	1.1540	NA	NA
k127_195809	620	No terminal repeats	1	11	0.8535	NA	1	0.9963	NA	NA
k127_546826	586	No terminal repeats	2	11	0.8531	NA	1	0.9172	NA	NA
k127_878587	3994	No terminal repeats	5	11	0.8524	NA	0	0.6597	NA	NA
k127_653122	4089	No terminal repeats	8	11	0.8519	NA	0	2.1977	NA	NA
k127_153785	2136	No terminal repeats	3	11	0.8518	NA	1	3.1344	NA	NA
k127_58889	2723	No terminal repeats	4	11	0.8511	NA	0	1.4085	NA	NA
k127_503282	711	No terminal repeats	3	11	0.8504	NA	1	1.4416	NA	NA
k127_291582	4310	No terminal repeats	5	11	0.8502	NA	0	1.7031	NA	NA
k127_1005386	501	No terminal repeats	1	11	0.8496	NA	1	1.3816	NA	NA
k127_352525	759	No terminal repeats	2	11	0.8492	NA	1	1.4636	F_traE	NA
k127_673605	4119	No terminal repeats	4	11	0.8479	NA	0	1.1742	NA	NA
k127_437101	4904	No terminal repeats	4	11	0.8476	NA	0	1.7729	NA	NA
k127_667231	358	No terminal repeats	1	11	0.8460	NA	1	1.1742	NA	NA
k127_328151	3055	No terminal repeats	5	11	0.8459	NA	0	1.0990	NA	NA
k127_207170	449	No terminal repeats	1	11	0.8455	NA	1	1.2242	MOBP1	NA
k127_689686	3549	No terminal repeats	6	11	0.8453	NA	0	0.3581	NA	NA
k127_889954	301	No terminal repeats	1	11	0.8452	NA	1	1.2807	NA	NA
k127_1064	384	No terminal repeats	2	11	0.8452	NA	1	1.4636	F_traE	NA
k127_146499	6798	No terminal repeats	10	11	0.8428	NA	0	1.5169	NA	NA
k127_333895	3062	No terminal repeats	4	11	0.8409	NA	1	2.5589	F_traE	NA
k127_720495	393	No terminal repeats	1	11	0.8401	NA	1	1.0518	G_tfc13	NA
k127_512536	3119	No terminal repeats	4	11	0.8393	NA	0	0.6626	NA	NA
k127_919526	7788	No terminal repeats	9	11	0.8392	NA	0	0.6277	NA	NA
k127_992452	11353	No terminal repeats	11	11	0.8388	NA	0	2.4931	NA	NA
k127_710474	1223	No terminal repeats	2	11	0.8383	NA	1	1.4727	NA	NA
k127_1032950	6794	No terminal repeats	7	11	0.8382	NA	0	0.8535	NA	NA
k127_360959	2854	No terminal repeats	3	11	0.8382	NA	0	1.2772	NA	NF012174
k127_41921	684	No terminal repeats	2	11	0.8378	NA	1	1.7894	NA	NA
k127_784860	883	No terminal repeats	2	11	0.8376	NA	1	1.4636	F_traE	NA
k127_551944	325	No terminal repeats	1	11	0.8363	NA	1	1.3969	NA	NA
k127_11347	3872	No terminal repeats	4	11	0.8352	NA	0	0.6195	NA	NA
k127_828471	2905	No terminal repeats	3	11	0.8337	NA	0	0.9945	NA	NA
k127_616995	355	No terminal repeats	2	11	0.8327	NA	1	1.4636	F_traE	NA
k127_682849	524	No terminal repeats	1	11	0.8323	NA	1	1.2242	MOBP1	NA
k127_983497	482	No terminal repeats	2	11	0.8317	NA	1	1.4636	F_traE	NA
k127_825007	448	No terminal repeats	1	11	0.8310	NA	1	1.2242	MOBP1	NA
k127_419676	3243	No terminal repeats	5	11	0.8308	NA	0	1.6083	NA	NA
k127_15356	2939	No terminal repeats	3	11	0.8299	NA	0	1.2816	NA	NA
k127_652933	375	No terminal repeats	1	11	0.8293	NA	1	1.0021	T_virB10	NA
k127_768515	3329	No terminal repeats	4	11	0.8293	NA	0	1.3332	NA	NA
k127_344467	554	No terminal repeats	2	11	0.8291	NA	1	1.4636	F_traE	NA
k127_638294	3446	No terminal repeats	5	11	0.8280	NA	0	0.6480	NA	NA
k127_762731	369	No terminal repeats	1	11	0.8280	NA	1	1.3384	NA	NA
k127_496195	16909	No terminal repeats	22	11	0.8264	NA	0	3.6755	NA	NF000005
k127_651537	343	No terminal repeats	2	11	0.8251	NA	1	1.4636	F_traE	NA
k127_64129	4272	No terminal repeats	5	11	0.8235	NA	0	0.4361	NA	NA
k127_160570	5140	No terminal repeats	4	11	0.8233	NA	0	0.9247	NA	NA
k127_810727	3439	No terminal repeats	3	11	0.8230	NA	0	0.3661	NA	NA
k127_757573	3197	No terminal repeats	4	11	0.8212	NA	0	0.6320	NA	NA
k127_913168	2751	No terminal repeats	5	11	0.8211	NA	0	0.9943	NA	NA
k127_744305	5789	No terminal repeats	7	11	0.8203	NA	0	0.5768	NA	NA
k127_975496	3426	No terminal repeats	4	11	0.8198	NA	0	0.6919	NA	NA
k127_799451	3072	No terminal repeats	4	11	0.8185	NA	0	1.7175	NA	NA
k127_220303	380	No terminal repeats	1	11	0.8183	NA	1	1.3148	T_virB8	NA
k127_864006	3166	No terminal repeats	5	11	0.8183	NA	1	2.5589	F_traE	NA
k127_505814	4573	No terminal repeats	6	11	0.8181	NA	0	2.0141	NA	NA
k127_519945	520	No terminal repeats	1	11	0.8180	NA	1	1.3112	MOBP1	NA
k127_32985	360	No terminal repeats	2	11	0.8170	NA	1	1.4636	F_traE	NA
k127_907055	694	No terminal repeats	1	11	0.8170	NA	1	1.1426	NA	NA
k127_984451	3186	No terminal repeats	5	11	0.8164	NA	0	0.8701	NA	NA
k127_71277	330	No terminal repeats	1	11	0.8158	NA	1	1.0647	T_virB9	NA
k127_472351	1086	No terminal repeats	1	11	0.8156	NA	1	1.3816	NA	NA
k127_643066	1224	No terminal repeats	1	11	0.8149	NA	1	1.3816	NA	NA
k127_265307	323	No terminal repeats	2	11	0.8139	NA	1	1.4636	F_traE	NA
k127_955575	6745	No terminal repeats	5	11	0.8112	NA	0	0.8622	NA	NA
k127_792930	3143	No terminal repeats	3	11	0.8112	NA	0	0.3412	NA	NA
k127_45805	3445	No terminal repeats	4	11	0.8108	NA	0	0.4226	NA	NA
k127_428384	516	No terminal repeats	1	11	0.8102	NA	1	1.2242	MOBP1	NA
k127_607530	332	No terminal repeats	1	11	0.8088	NA	1	1.4138	NA	NA
k127_400213	962	No terminal repeats	2	11	0.8067	NA	1	1.4636	F_traE	NA
k127_929217	383	No terminal repeats	1	11	0.8063	NA	1	1.4416	NA	NA
k127_978952	4797	No terminal repeats	7	11	0.8047	NA	0	2.2605	NA	NA
k127_522586	494	No terminal repeats	2	11	0.8045	NA	1	1.4636	F_traE	NA
k127_690323	345	No terminal repeats	2	11	0.8041	NA	1	1.2513	NA	NA
k127_745514	3854	No terminal repeats	5	11	0.8034	NA	0	1.3962	NA	NA
k127_27778	320	No terminal repeats	1	11	0.8018	NA	1	0.9746	T_virB10	NA
k127_257100	2564	No terminal repeats	4	11	0.8008	NA	1	2.5589	F_traE	NA
k127_253339	320	No terminal repeats	1	11	0.8005	NA	1	0.9746	T_virB10	NA
k127_487754	2806	No terminal repeats	4	11	0.7995	NA	0	0.5396	NA	NA
k127_544652	883	No terminal repeats	2	11	0.7977	NA	1	0.9724	virb4	NA
k127_443144	2860	No terminal repeats	4	11	0.7971	NA	0	0.1657	NA	NA
k127_283033	3191	No terminal repeats	5	11	0.7962	NA	0	0.6063	NA	NA
k127_141324	1377	No terminal repeats	2	11	0.7957	NA	1	1.3148	T_virB8	NA
k127_250086	774	No terminal repeats	3	11	0.7954	NA	1	1.5654	NA	NA
k127_766554	3701	No terminal repeats	7	11	0.7949	NA	0	0.1040	NA	NA
k127_724189	353	No terminal repeats	2	11	0.7938	NA	1	1.4636	F_traE	NA
k127_974464	3303	No terminal repeats	5	11	0.7928	NA	0	1.2264	NA	NA
k127_178193	594	No terminal repeats	1	11	0.7922	NA	1	1.3816	NA	NA
k127_249905	458	No terminal repeats	2	11	0.7919	NA	1	1.1720	NA	NA
k127_948740	457	No terminal repeats	2	11	0.7908	NA	1	1.5654	NA	NA
k127_772012	2586	No terminal repeats	4	11	0.7894	NA	0	1.8332	NA	NA
k127_655614	703	No terminal repeats	2	11	0.7887	NA	1	1.0188	T_virB8	NA
k127_343699	2783	No terminal repeats	3	11	0.7858	NA	0	0.5553	NA	NA
k127_730612	2766	No terminal repeats	4	11	0.7854	NA	0	0.3845	NA	NA
k127_834874	335	No terminal repeats	2	11	0.7842	NA	1	1.2159	NA	NA
k127_876224	2504	No terminal repeats	4	11	0.7838	NA	0	1.4435	NA	NA
k127_103404	4329	No terminal repeats	4	11	0.7823	NA	0	0.1906	NA	NA
k127_535966	2902	No terminal repeats	4	11	0.7818	NA	0	0.6512	NA	NA
k127_609160	3272	No terminal repeats	3	11	0.7814	NA	0	0.4794	NA	NA
k127_952551	3914	No terminal repeats	4	11	0.7811	NA	0	0.4694	NA	NA
k127_293759	306	No terminal repeats	2	11	0.7808	NA	1	1.2159	NA	NA
k127_57853	3553	No terminal repeats	7	11	0.7808	NA	0	0.4665	NA	NA
k127_1020671	3794	No terminal repeats	5	11	0.7798	NA	0	1.4036	NA	NA
k127_547717	6600	No terminal repeats	10	11	0.7794	NA	0	0.9948	NA	NA
k127_651244	6393	No terminal repeats	6	11	0.7784	NA	0	1.5718	NA	NA
k127_456555	1534	No terminal repeats	3	11	0.7782	NA	1	1.3816	NA	NA
k127_557034	3155	No terminal repeats	5	11	0.7781	NA	0	1.0419	NA	NA
k127_713319	2711	No terminal repeats	3	11	0.7774	NA	0	0.1831	NA	NA
k127_270047	3592	No terminal repeats	5	11	0.7771	NA	0	1.1587	NA	NA
k127_934585	620	No terminal repeats	2	11	0.7769	NA	1	1.2807	NA	NA
k127_122095	4565	No terminal repeats	5	11	0.7763	NA	0	0.1463	NA	NA
k127_535970	2998	No terminal repeats	3	11	0.7762	NA	0	0.5866	NA	NF033134
k127_26979	368	No terminal repeats	1	11	0.7761	NA	1	1.1317	T_virB3	NA
k127_627156	5709	No terminal repeats	7	11	0.7752	NA	0	0.3689	NA	NA
k127_937606	436	No terminal repeats	2	11	0.7736	NA	1	1.2265	T_virB5	NA
k127_878590	448	No terminal repeats	2	11	0.7727	NA	1	1.2722	MOBQ	NA
k127_1007803	3509	No terminal repeats	3	11	0.7715	NA	0	0.8355	NA	NA
k127_1016753	3335	No terminal repeats	5	11	0.7706	NA	0	0.8899	NA	NA
k127_429469	4055	No terminal repeats	5	11	0.7689	NA	0	1.1492	NA	NA
k127_563861	2651	No terminal repeats	3	11	0.7689	NA	1	1.1679	NA	NA
k127_898019	2613	No terminal repeats	2	11	0.7680	NA	0	0.6787	NA	NA
k127_125638	4426	No terminal repeats	5	11	0.7676	NA	0	0.7323	NA	NA
k127_10716	2954	No terminal repeats	5	11	0.7675	NA	0	0.7459	NA	NA
k127_933293	2626	No terminal repeats	4	11	0.7663	NA	0	1.1180	NA	NA
k127_638683	3717	No terminal repeats	4	11	0.7645	NA	0	0.5992	NA	NA
k127_767366	2903	No terminal repeats	2	11	0.7640	NA	0	0.3404	NA	NA
k127_624440	4385	No terminal repeats	5	11	0.7637	NA	0	0.7031	NA	NA
k127_951691	3582	No terminal repeats	6	11	0.7633	NA	0	0.4631	NA	NA
k127_1044764	6717	No terminal repeats	9	11	0.7623	NA	0	0.7694	NA	NA
k127_548490	1714	No terminal repeats	3	11	0.7589	NA	1	0.9672	NA	NA
k127_330035	334	No terminal repeats	1	11	0.7587	NA	1	1.0283	NA	NA
k127_127155	669	No terminal repeats	1	11	0.7585	NA	1	1.2353	NA	NA
k127_564929	2760	No terminal repeats	2	11	0.7584	NA	0	0.5865	NA	NA
k127_8907	2866	No terminal repeats	3	11	0.7577	NA	0	1.7152	NA	NA
k127_1002394	382	No terminal repeats	2	11	0.7572	NA	1	1.2855	T_virB9	NA
k127_772841	2797	No terminal repeats	3	11	0.7572	NA	0	0.8722	NA	NA
k127_186423	428	No terminal repeats	1	11	0.7557	NA	1	1.1063	T_virB2	NA
k127_704808	3402	No terminal repeats	5	11	0.7551	NA	0	0.5710	NA	NA
k127_504901	443	No terminal repeats	1	11	0.7547	NA	1	0.9967	T_virB9	NA
k127_858855	2990	No terminal repeats	3	11	0.7539	NA	0	0.5227	NA	NA
k127_128823	5793	No terminal repeats	4	11	0.7536	NA	0	0.2852	NA	NA
k127_1033145	7957	No terminal repeats	8	11	0.7526	NA	0	1.8334	NA	NA
k127_630292	2569	No terminal repeats	2	11	0.7521	NA	0	0.2892	NA	NA
k127_1040499	308	No terminal repeats	1	11	0.7520	NA	1	1.1742	NA	NA
k127_610126	3002	No terminal repeats	5	11	0.7497	NA	0	1.7747	NA	NA
k127_243220	4196	No terminal repeats	4	11	0.7495	NA	0	1.7542	NA	NA
k127_992172	3239	No terminal repeats	4	11	0.7486	NA	0	1.5712	NA	NA
k127_287694	6813	No terminal repeats	7	11	0.7485	NA	0	0.1401	NA	NA
k127_141439	3228	No terminal repeats	4	11	0.7473	NA	0	0.4802	NA	NA
k127_435307	597	No terminal repeats	1	11	0.7454	NA	1	1.0106	NA	NA
k127_870389	3005	No terminal repeats	3	11	0.7451	NA	0	0.4794	NA	NA
k127_148051	2886	No terminal repeats	5	11	0.7440	NA	0	1.8113	NA	NA
k127_92774	3192	No terminal repeats	4	11	0.7438	NA	0	0.8892	NA	NA
k127_838609	328	No terminal repeats	1	11	0.7433	NA	1	1.2138	T_virB6	NA
k127_956044	3161	No terminal repeats	2	11	0.7413	NA	0	0.3799	NA	NA
k127_337951	6577	No terminal repeats	6	11	0.7412	NA	0	0.3412	NA	NF000272
k127_272779	3447	No terminal repeats	5	11	0.7404	NA	0	0.2242	NA	NA
k127_181111	3109	No terminal repeats	4	11	0.7397	NA	0	1.4949	NA	NA
k127_548721	2849	No terminal repeats	3	11	0.7388	NA	0	0.5266	NA	NA
k127_1029343	429	No terminal repeats	1	11	0.7378	NA	1	1.2513	NA	NA
k127_66001	4030	No terminal repeats	4	11	0.7377	NA	0	0.3720	NA	NA
k127_106647	3350	No terminal repeats	5	11	0.7370	NA	0	0.3649	NA	NA
k127_608874	6346	No terminal repeats	9	11	0.7349	NA	0	2.0630	NA	NA
k127_216846	3330	No terminal repeats	8	11	0.7345	NA	0	0.2741	NA	NA
k127_734702	5534	No terminal repeats	6	11	0.7340	NA	0	0.8154	NA	NA
k127_627102	3458	No terminal repeats	6	11	0.7316	NA	0	1.8651	NA	NA
k127_879585	576	No terminal repeats	1	11	0.7316	NA	1	1.1471	T_virB6	NA
k127_931455	2668	No terminal repeats	5	11	0.7316	NA	0	1.3959	NA	NF033105
k127_441220	2519	No terminal repeats	3	11	0.7316	NA	0	0.9943	NA	NA
k127_317377	2507	No terminal repeats	3	11	0.7299	NA	0	1.0188	NA	NA
k127_505210	3318	No terminal repeats	4	11	0.7292	NA	0	1.1041	NA	NA
k127_806853	3764	No terminal repeats	5	11	0.7286	NA	0	1.3970	NA	NA
k127_546913	2528	No terminal repeats	2	11	0.7271	NA	0	0.9387	NA	NA
k127_904477	7886	No terminal repeats	9	11	0.7260	NA	0	0.9820	NA	NA
k127_597353	3433	No terminal repeats	4	11	0.7256	NA	0	0.3614	NA	NA
k127_799303	2768	No terminal repeats	3	11	0.7253	NA	0	0.4770	NA	NA
k127_747415	3846	No terminal repeats	4	11	0.7251	NA	0	0.6784	NA	NA
k127_798311	5931	No terminal repeats	6	11	0.7251	NA	0	0.4806	NA	NA
k127_704398	2695	No terminal repeats	2	11	0.7249	NA	0	0.8251	NA	NA
k127_924875	3039	No terminal repeats	3	11	0.7247	NA	0	0.9636	NA	NA
k127_748414	2509	No terminal repeats	3	11	0.7240	NA	0	0.9943	NA	NA
k127_438302	3770	No terminal repeats	3	11	0.7239	NA	0	0.8692	NA	NA
k127_513158	4833	No terminal repeats	5	11	0.7228	NA	0	1.9919	NA	NA
k127_861263	3080	No terminal repeats	7	11	0.7227	NA	0	0.1311	NA	NA
k127_873431	308	No terminal repeats	2	11	0.7218	NA	1	1.1639	T_virB5	NA
k127_86748	5635	No terminal repeats	3	11	0.7212	NA	0	0.8504	NA	NA
k127_931819	977	No terminal repeats	2	11	0.7193	NA	1	1.1426	NA	NA
k127_907027	1367	No terminal repeats	2	11	0.7184	NA	1	1.1672	NA	NA
k127_705506	2621	No terminal repeats	2	11	0.7180	NA	0	0.2387	NA	NA
k127_1003362	3408	No terminal repeats	4	11	0.7174	NA	0	0.2786	NA	NA
k127_797883	5717	No terminal repeats	5	11	0.7164	NA	0	0.2834	NA	NA
k127_480244	2531	No terminal repeats	4	11	0.7163	NA	0	0.2588	NA	NA
k127_850354	343	No terminal repeats	2	11	0.7157	NA	1	1.5789	NA	NA
k127_630212	440	No terminal repeats	1	11	0.7157	NA	1	0.9967	T_virB9	NA
k127_212244	5106	No terminal repeats	5	11	0.7150	NA	0	0.3826	NA	NA
k127_58369	849	No terminal repeats	2	11	0.7145	NA	1	1.1742	NA	NA
k127_146260	5166	No terminal repeats	7	11	0.7139	NA	0	0.7867	T_virB9	NA
k127_172077	2581	No terminal repeats	3	11	0.7136	NA	0	0.7124	NA	NA
k127_162452	2790	No terminal repeats	4	11	0.7115	NA	0	0.9035	NA	NA
k127_696862	9048	No terminal repeats	9	11	0.7113	NA	0	0.1807	NA	NA
k127_515742	5855	No terminal repeats	6	11	0.7109	NA	0	1.0918	NA	NA
k127_703483	560	No terminal repeats	1	11	0.7105	NA	1	1.3243	NA	NA
k127_466437	2760	No terminal repeats	4	11	0.7099	NA	0	0.2011	NA	NA
k127_881093	734	No terminal repeats	1	11	0.7093	NA	1	1.3816	NA	NA
k127_859550	2986	No terminal repeats	3	11	0.7090	NA	0	0.7746	NA	NA
k127_691207	3321	No terminal repeats	4	11	0.7090	NA	0	0.1789	NA	NA
k127_138578	3262	No terminal repeats	2	11	0.7089	NA	0	1.2757	NA	NA
k127_11614	4945	No terminal repeats	5	11	0.7087	NA	0	0.5347	NA	NA
k127_98426	2571	No terminal repeats	4	11	0.7077	NA	0	0.2015	NA	NA
k127_136988	2788	No terminal repeats	2	11	0.7073	NA	0	0.7957	NA	NA
k127_866612	3663	No terminal repeats	8	11	0.7059	NA	0	0.3300	NA	NA
k127_293029	3038	No terminal repeats	2	11	0.7057	NA	0	0.5197	NA	NA
k127_560277	6434	No terminal repeats	6	11	0.7054	NA	0	0.3526	NA	NA
k127_128913	306	No terminal repeats	1	11	0.7039	NA	1	1.1485	T_virB2	NA
k127_1035161	379	No terminal repeats	2	11	0.7035	NA	1	1.2820	F_traV	NA
k127_1042284	5439	No terminal repeats	6	11	0.7018	NA	0	0.3394	NA	NA
k127_387922	2610	No terminal repeats	3	11	0.7015	NA	0	0.1643	NA	NA
k127_786542	2817	No terminal repeats	4	11	0.7012	NA	0	0.3276	NA	NA
k127_672266	2873	No terminal repeats	3	11	0.7005	NA	0	0.2098	NA	NA
