seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_1099464	661	No terminal repeats	1	11	0.9316	NA	1	1.4688	NA	NA
k127_1123030	602	No terminal repeats	1	11	0.9312	NA	1	1.5486	NA	NA
k127_387738	689	No terminal repeats	1	11	0.9309	NA	1	0.9172	NA	NA
k127_848515	362	No terminal repeats	1	11	0.9308	NA	1	1.4636	F_traE	NA
k127_89195	339	No terminal repeats	1	11	0.9306	NA	1	1.5789	NA	NA
k127_140215	2858	No terminal repeats	2	11	0.9306	NA	0	1.7941	NA	NA
k127_1082232	545	No terminal repeats	2	11	0.9303	NA	1	2.1523	F_traE	NA
k127_10576	491	No terminal repeats	1	11	0.9300	NA	1	1.5595	NA	NA
k127_1143567	2129	No terminal repeats	3	11	0.9299	NA	1	1.4688	NA	NA
k127_1086040	1131	No terminal repeats	2	11	0.9297	NA	1	2.0411	F_traE	NA
k127_200098	2587	No terminal repeats	5	11	0.9292	NA	0	0.2458	NA	NA
k127_964142	1572	No terminal repeats	2	11	0.9289	NA	1	1.6015	NA	NA
k127_961543	589	No terminal repeats	1	11	0.9288	NA	1	0.9172	NA	NA
k127_1220485	1222	No terminal repeats	1	11	0.9286	NA	1	1.5486	NA	NA
k127_953191	337	No terminal repeats	1	11	0.9285	NA	1	1.5223	NA	NA
k127_352374	2780	No terminal repeats	5	11	0.9285	NA	0	1.1425	NA	NA
k127_772544	662	No terminal repeats	1	11	0.9285	NA	1	0.9172	NA	NA
k127_736039	347	No terminal repeats	1	11	0.9284	NA	1	0.8949	NA	NA
k127_778036	2742	No terminal repeats	4	11	0.9280	NA	1	2.5589	F_traE	NA
k127_923419	1345	No terminal repeats	1	11	0.9279	NA	1	1.6381	NA	NA
k127_328698	1139	No terminal repeats	1	11	0.9278	NA	1	1.5486	NA	NA
k127_78232	508	No terminal repeats	1	11	0.9271	NA	1	0.8949	NA	NA
k127_281453	3433	No terminal repeats	3	11	0.9266	NA	0	1.1754	NA	NA
k127_810287	413	No terminal repeats	1	11	0.9265	NA	1	1.5223	NA	NA
k127_553252	344	No terminal repeats	1	11	0.9261	NA	1	0.8949	NA	NA
k127_190256	457	No terminal repeats	1	11	0.9254	NA	1	1.4636	F_traE	NA
k127_410587	490	No terminal repeats	1	11	0.9250	NA	1	1.5486	NA	NA
k127_1204430	539	No terminal repeats	1	11	0.9249	NA	1	1.4688	NA	NA
k127_821011	875	No terminal repeats	2	11	0.9244	NA	1	1.6015	NA	NA
k127_949941	384	No terminal repeats	1	11	0.9241	NA	1	1.4636	F_traE	NA
k127_223230	321	No terminal repeats	1	11	0.9239	NA	1	1.6642	NA	NA
k127_1001542	437	No terminal repeats	1	11	0.9238	NA	1	1.6381	NA	NA
k127_576084	3361	No terminal repeats	7	11	0.9233	NA	0	2.2730	NA	NA
k127_1329894	1413	No terminal repeats	2	11	0.9232	NA	1	1.2242	MOBP1	NA
k127_319771	2703	No terminal repeats	5	11	0.9232	NA	1	2.5589	F_traE	NA
k127_1310192	3481	No terminal repeats	4	11	0.9223	NA	0	1.6021	NA	NA
k127_945278	474	No terminal repeats	1	11	0.9221	NA	1	1.4688	NA	NA
k127_1046842	808	No terminal repeats	2	11	0.9221	NA	1	2.1320	NA	NA
k127_1305573	371	No terminal repeats	1	11	0.9219	NA	1	0.9172	NA	NA
k127_652740	357	No terminal repeats	1	11	0.9205	NA	1	0.9963	NA	NA
k127_747701	351	No terminal repeats	2	11	0.9203	NA	1	1.4636	F_traE	NA
k127_612124	415	No terminal repeats	2	11	0.9191	NA	1	1.4636	F_traE	NA
k127_931334	325	No terminal repeats	1	11	0.9167	NA	1	0.9172	NA	NA
k127_1189803	367	No terminal repeats	1	11	0.9165	NA	1	1.5789	NA	NA
k127_304490	318	No terminal repeats	1	11	0.9164	NA	1	1.7145	NA	NA
k127_47122	736	No terminal repeats	1	11	0.9163	NA	1	1.5111	NA	NA
k127_184385	325	No terminal repeats	1	11	0.9162	NA	1	1.5789	NA	NA
k127_286217	7550	No terminal repeats	7	11	0.9156	NA	0	1.1741	NA	NA
k127_608923	598	No terminal repeats	1	11	0.9152	NA	1	1.3816	NA	NA
k127_115561	349	No terminal repeats	1	11	0.9143	NA	1	0.8949	NA	NA
k127_472493	426	No terminal repeats	2	11	0.9141	NA	1	1.5486	NA	NA
k127_927975	471	No terminal repeats	1	11	0.9140	NA	1	0.8949	NA	NA
k127_404273	377	No terminal repeats	1	11	0.9136	NA	1	1.5789	NA	NA
k127_226236	329	No terminal repeats	1	11	0.9135	NA	1	0.9172	NA	NA
k127_628765	1145	No terminal repeats	2	11	0.9130	NA	1	1.4636	F_traE	NA
k127_329634	377	No terminal repeats	1	11	0.9124	NA	1	1.2242	MOBP1	NA
k127_90598	671	No terminal repeats	1	11	0.9123	NA	1	1.5111	NA	NA
k127_972960	637	No terminal repeats	1	11	0.9112	NA	1	1.5486	NA	NA
k127_513216	1698	No terminal repeats	2	11	0.9109	NA	1	0.8949	NA	NA
k127_1209227	2609	No terminal repeats	4	11	0.9104	NA	0	0.9048	NA	NA
k127_1072442	550	No terminal repeats	1	11	0.9102	NA	1	1.5595	NA	NA
k127_380427	319	No terminal repeats	1	11	0.9099	NA	1	0.9172	NA	NA
k127_779	815	No terminal repeats	1	11	0.9099	NA	1	1.5111	NA	NA
k127_7889	710	No terminal repeats	2	11	0.9095	NA	1	1.4636	F_traE	NA
k127_468066	952	No terminal repeats	1	11	0.9090	NA	1	1.4636	F_traE	NA
k127_1145018	722	No terminal repeats	2	11	0.9082	NA	1	0.8949	NA	NA
k127_280980	541	No terminal repeats	1	11	0.9075	NA	1	1.5223	NA	NA
k127_1044389	1215	No terminal repeats	2	11	0.9072	NA	1	1.3148	T_virB8	NA
k127_590609	482	No terminal repeats	1	11	0.9069	NA	1	1.2242	MOBP1	NA
k127_898408	567	No terminal repeats	1	11	0.9061	NA	1	1.4636	F_traE	NA
k127_33496	699	No terminal repeats	1	11	0.9061	NA	1	1.4688	NA	NA
k127_775478	389	No terminal repeats	1	11	0.9054	NA	1	1.4416	NA	NA
k127_1092932	670	No terminal repeats	2	11	0.9049	NA	1	1.4636	F_traE	NA
k127_175636	771	No terminal repeats	1	11	0.9048	NA	1	1.4688	NA	NA
k127_189378	338	No terminal repeats	1	11	0.9047	NA	1	1.4341	NA	NA
k127_261387	846	No terminal repeats	1	11	0.9044	NA	1	0.8949	NA	NA
k127_256948	2876	No terminal repeats	7	11	0.9044	NA	0	1.2463	NA	NA
k127_1156262	1008	No terminal repeats	1	11	0.9039	NA	1	1.5595	NA	NA
k127_208064	4645	No terminal repeats	6	11	0.9037	NA	0	0.3405	NA	NA
k127_981471	1173	No terminal repeats	2	11	0.9028	NA	1	1.4688	NA	NA
k127_381620	699	No terminal repeats	2	11	0.9027	NA	1	0.9172	NA	NA
k127_670708	313	No terminal repeats	1	11	0.9022	NA	1	0.9172	NA	NA
k127_289902	2650	No terminal repeats	3	11	0.9021	NA	0	1.2150	NA	NA
k127_1094380	1742	No terminal repeats	2	11	0.8999	NA	1	1.3148	T_virB8	NA
k127_1140569	521	No terminal repeats	1	11	0.8996	NA	1	1.5789	NA	NA
k127_1247808	405	No terminal repeats	1	11	0.8990	NA	1	0.9172	NA	NA
k127_1106382	350	No terminal repeats	1	11	0.8982	NA	1	1.3397	T_virB8	NA
k127_1240390	727	No terminal repeats	1	11	0.8969	NA	1	0.8949	NA	NA
k127_1137337	3008	No terminal repeats	4	11	0.8960	NA	0	0.7035	NA	NA
k127_359117	1022	No terminal repeats	1	11	0.8959	NA	1	1.5111	NA	NA
k127_1325974	527	No terminal repeats	1	11	0.8946	NA	1	0.9963	NA	NA
k127_176449	3512	No terminal repeats	6	11	0.8945	NA	0	0.8110	NA	NF000496
k127_84173	2683	No terminal repeats	4	11	0.8941	NA	0	0.4756	NA	NA
k127_261109	1211	No terminal repeats	3	11	0.8930	NA	1	1.4636	F_traE	NA
k127_689743	347	No terminal repeats	1	11	0.8928	NA	1	0.9172	NA	NA
k127_1044734	2643	No terminal repeats	4	11	0.8920	NA	0	0.2356	NA	NA
k127_508470	3757	No terminal repeats	4	11	0.8908	NA	0	1.7183	NA	NA
k127_658678	3520	No terminal repeats	4	11	0.8908	NA	0	0.8138	NA	NA
k127_899688	388	No terminal repeats	1	11	0.8899	NA	1	0.9172	NA	NA
k127_674572	2609	No terminal repeats	1	11	0.8894	NA	0	0.5213	NA	NA
k127_284260	1745	No terminal repeats	3	11	0.8889	NA	2	2.0293	T_virB9;T_virB8	NA
k127_703570	502	No terminal repeats	2	11	0.8888	NA	1	1.4636	F_traE	NA
k127_997379	594	No terminal repeats	1	11	0.8882	NA	1	1.5931	NA	NA
k127_261895	341	No terminal repeats	1	11	0.8846	NA	1	1.5789	NA	NA
k127_571862	3270	No terminal repeats	4	11	0.8843	NA	0	0.9166	NA	NA
k127_137614	612	No terminal repeats	1	11	0.8841	NA	1	1.4636	F_traE	NA
k127_257804	8671	No terminal repeats	10	11	0.8832	NA	0	0.2085	NA	NA
k127_91106	479	No terminal repeats	2	11	0.8825	NA	1	1.4636	F_traE	NA
k127_10579	3472	No terminal repeats	4	11	0.8818	NA	0	1.1742	NA	NA
k127_280905	904	No terminal repeats	2	11	0.8817	NA	1	1.5595	NA	NA
k127_1301046	464	No terminal repeats	2	11	0.8813	NA	1	1.5223	NA	NA
k127_1165073	342	No terminal repeats	1	11	0.8809	NA	1	1.5223	NA	NA
k127_302209	351	No terminal repeats	2	11	0.8800	NA	1	1.4636	F_traE	NA
k127_987482	307	No terminal repeats	1	11	0.8785	NA	1	1.5789	NA	NA
k127_293137	497	No terminal repeats	1	11	0.8783	NA	1	1.5789	NA	NA
k127_348533	775	No terminal repeats	2	11	0.8780	NA	1	1.4636	F_traE	NA
k127_960286	1934	No terminal repeats	3	11	0.8779	NA	1	1.4636	F_traE	NA
k127_1328734	1065	No terminal repeats	2	11	0.8769	NA	1	1.2242	MOBP1	NA
k127_982574	3145	No terminal repeats	4	11	0.8767	NA	0	0.9943	NA	NA
k127_478827	4464	No terminal repeats	5	11	0.8767	NA	0	0.5877	NA	NA
k127_32551	2653	No terminal repeats	4	11	0.8755	NA	0	1.0197	NA	NA
k127_146650	441	No terminal repeats	2	11	0.8741	NA	1	1.4636	F_traE	NA
k127_879235	3362	No terminal repeats	4	11	0.8740	NA	0	1.9976	NA	NA
k127_736768	351	No terminal repeats	1	11	0.8726	NA	1	1.2242	MOBP1	NA
k127_413940	3167	No terminal repeats	5	11	0.8724	NA	0	1.0866	NA	NA
k127_1330725	981	No terminal repeats	2	11	0.8719	NA	1	1.5789	NA	NA
k127_116752	888	No terminal repeats	2	11	0.8717	NA	1	1.4688	NA	NA
k127_210285	4534	No terminal repeats	7	11	0.8716	NA	0	0.4226	NA	NA
k127_47885	1219	No terminal repeats	2	11	0.8715	NA	1	1.4688	NA	NA
k127_824589	2778	No terminal repeats	4	11	0.8712	NA	0	1.2417	NA	NA
k127_210065	545	No terminal repeats	1	11	0.8710	NA	1	1.2242	MOBP1	NA
k127_469269	4980	No terminal repeats	3	11	0.8708	NA	0	1.0615	NA	NA
k127_363965	425	No terminal repeats	1	11	0.8702	NA	1	1.3397	T_virB8	NA
k127_470226	452	No terminal repeats	1	11	0.8698	NA	1	1.1977	MOBC	NA
k127_751762	667	No terminal repeats	2	11	0.8691	NA	1	1.4636	F_traE	NA
k127_1046003	1703	No terminal repeats	3	11	0.8688	NA	1	1.5931	NA	NA
k127_646848	417	No terminal repeats	2	11	0.8686	NA	1	0.9172	NA	NA
k127_442265	2218	No terminal repeats	3	11	0.8684	NA	1	1.3148	T_virB8	NA
k127_807602	903	No terminal repeats	2	11	0.8682	NA	1	1.5486	NA	NA
k127_972540	1157	No terminal repeats	2	11	0.8680	NA	1	0.2752	F_traE	NA
k127_343510	2544	No terminal repeats	3	11	0.8672	NA	0	0.1643	NA	NA
k127_214196	572	No terminal repeats	2	11	0.8662	NA	1	1.4636	F_traE	NA
k127_355985	4182	No terminal repeats	4	11	0.8660	NA	0	1.3910	NA	NA
k127_363260	348	No terminal repeats	1	11	0.8660	NA	1	0.9172	NA	NA
k127_1119213	4268	No terminal repeats	8	11	0.8657	NA	0	0.3226	NA	NA
k127_1004543	368	No terminal repeats	1	11	0.8647	NA	1	1.3397	T_virB8	NA
k127_770674	414	No terminal repeats	1	11	0.8646	NA	1	1.3816	NA	NA
k127_302210	260	No terminal repeats	2	11	0.8644	NA	1	1.4636	F_traE	NA
k127_1321053	614	No terminal repeats	2	11	0.8638	NA	1	1.4636	F_traE	NA
k127_1171542	447	No terminal repeats	2	11	0.8638	NA	1	1.5789	NA	NA
k127_1024222	968	No terminal repeats	2	11	0.8638	NA	1	1.2265	T_virB5	NA
k127_1160494	2818	No terminal repeats	4	11	0.8635	NA	0	1.3188	T_virB1	NA
k127_574463	2697	No terminal repeats	3	11	0.8618	NA	0	1.1639	NA	NA
k127_1019394	1353	No terminal repeats	2	11	0.8616	NA	1	0.8949	NA	NA
k127_21292	378	No terminal repeats	1	11	0.8614	NA	1	1.2242	MOBP1	NA
k127_418301	672	No terminal repeats	2	11	0.8612	NA	1	0.9172	NA	NA
k127_706826	379	No terminal repeats	1	11	0.8610	NA	1	1.5789	NA	NA
k127_796517	677	No terminal repeats	2	11	0.8603	NA	1	1.6642	NA	NA
k127_1104041	2120	No terminal repeats	5	11	0.8603	NA	1	0.9172	NA	NA
k127_1152151	3170	No terminal repeats	3	11	0.8599	NA	0	1.1975	NA	NA
k127_551981	3301	No terminal repeats	3	11	0.8593	NA	0	2.1468	NA	NA
k127_390945	3288	No terminal repeats	8	11	0.8593	NA	0	0.9294	NA	NA
k127_1363414	2241	No terminal repeats	3	11	0.8590	NA	1	2.5589	F_traE	NA
k127_1163769	3632	No terminal repeats	4	11	0.8585	NA	0	1.6417	NA	NA
k127_1160195	385	No terminal repeats	2	11	0.8583	NA	1	1.5789	NA	NA
k127_865959	2650	No terminal repeats	4	11	0.8583	NA	0	0.5548	NA	NA
k127_1120130	394	No terminal repeats	1	11	0.8563	NA	1	1.3969	NA	NA
k127_1323677	2589	No terminal repeats	3	11	0.8559	NA	0	0.1401	NA	NA
k127_786892	729	No terminal repeats	1	11	0.8551	NA	1	1.2242	MOBP1	NA
k127_831925	4035	No terminal repeats	7	11	0.8547	NA	0	0.6060	NA	NA
k127_196767	832	No terminal repeats	2	11	0.8536	NA	1	0.9172	NA	NA
k127_294722	468	No terminal repeats	2	11	0.8531	NA	1	1.5111	NA	NA
k127_978620	727	No terminal repeats	3	11	0.8530	NA	1	0.9172	NA	NA
k127_904807	546	No terminal repeats	1	11	0.8520	NA	1	1.3816	NA	NA
k127_1331794	332	No terminal repeats	2	11	0.8517	NA	1	1.4636	F_traE	NA
k127_1118268	4073	No terminal repeats	5	11	0.8508	NA	0	0.6704	NA	NF000025
k127_6574	1088	No terminal repeats	2	11	0.8508	NA	1	1.5111	NA	NA
k127_923247	366	No terminal repeats	2	11	0.8501	NA	1	1.4636	F_traE	NA
k127_20416	745	No terminal repeats	2	11	0.8498	NA	1	1.4636	F_traE	NA
k127_1338614	369	No terminal repeats	2	11	0.8474	NA	1	1.2265	T_virB5	NA
k127_245809	3243	No terminal repeats	5	11	0.8473	NA	0	2.4602	NA	NA
k127_886532	6829	No terminal repeats	8	11	0.8459	NA	0	0.5336	NA	NA
k127_386260	845	No terminal repeats	2	11	0.8448	NA	1	1.6029	F_traE	NA
k127_1339586	468	No terminal repeats	2	11	0.8437	NA	1	1.5789	NA	NA
k127_130293	1187	No terminal repeats	2	11	0.8433	NA	1	1.4636	F_traE	NA
k127_680149	2990	No terminal repeats	5	11	0.8432	NA	0	1.0935	NA	NA
k127_1353505	672	No terminal repeats	2	11	0.8429	NA	1	1.4636	F_traE	NA
k127_1164085	2551	No terminal repeats	5	11	0.8421	NA	0	0.8202	NA	NA
k127_479543	393	No terminal repeats	1	11	0.8413	NA	1	1.1997	NA	NA
k127_557843	3589	No terminal repeats	8	11	0.8410	NA	0	1.4618	NA	NA
k127_876329	4459	No terminal repeats	4	11	0.8409	NA	0	0.1494	NA	NA
k127_1094303	2514	No terminal repeats	4	11	0.8404	NA	0	1.7600	NA	NA
k127_222657	2610	No terminal repeats	4	11	0.8392	NA	0	1.8123	NA	NA
k127_36291	528	No terminal repeats	2	11	0.8388	NA	1	0.9172	NA	NA
k127_1332297	1186	No terminal repeats	1	11	0.8387	NA	1	1.4373	NA	NA
k127_1189544	322	No terminal repeats	1	11	0.8384	NA	1	1.2265	T_virB5	NA
k127_832886	323	No terminal repeats	1	11	0.8380	NA	1	1.2265	T_virB5	NA
k127_1364116	1518	No terminal repeats	2	11	0.8369	NA	1	1.0105	T_virB9	NA
k127_218894	2650	No terminal repeats	3	11	0.8356	NA	0	1.6439	NA	NA
k127_457994	558	No terminal repeats	3	11	0.8335	NA	1	1.4636	F_traE	NA
k127_618343	326	No terminal repeats	1	11	0.8332	NA	1	1.3148	T_virB8	NA
k127_477807	355	No terminal repeats	1	11	0.8331	NA	1	1.2265	T_virB5	NA
k127_724542	907	No terminal repeats	2	11	0.8326	NA	1	1.4636	F_traE	NA
k127_1313208	636	No terminal repeats	3	11	0.8326	NA	1	1.4636	F_traE	NA
k127_255566	327	No terminal repeats	1	11	0.8322	NA	1	1.0146	NA	NA
k127_1267003	309	No terminal repeats	2	11	0.8318	NA	1	1.4636	F_traE	NA
k127_793304	2668	No terminal repeats	6	11	0.8307	NA	0	1.2690	NA	NF033105
k127_8473	469	No terminal repeats	2	11	0.8305	NA	1	1.5789	NA	NA
k127_570691	430	No terminal repeats	2	11	0.8294	NA	1	1.4636	F_traE	NA
k127_1246186	4700	No terminal repeats	6	11	0.8290	NA	0	0.4438	NA	NA
k127_194668	609	No terminal repeats	2	11	0.8289	NA	1	1.5789	NA	NA
k127_547384	302	No terminal repeats	1	11	0.8277	NA	1	1.2722	MOBQ	NA
k127_139696	5340	No terminal repeats	4	11	0.8276	NA	0	0.3386	NA	NA
k127_126333	2932	No terminal repeats	4	11	0.8252	NA	0	0.4006	NA	NA
k127_239205	531	No terminal repeats	1	11	0.8240	NA	1	1.2242	MOBP1	NA
k127_97351	521	No terminal repeats	2	11	0.8230	NA	1	1.5789	NA	NA
k127_38506	1481	No terminal repeats	1	11	0.8223	NA	1	0.9724	virb4	NA
k127_823369	10856	No terminal repeats	12	11	0.8223	NA	0	1.8826	NA	NF012174
k127_1208170	412	No terminal repeats	2	11	0.8196	NA	1	1.5789	NA	NA
k127_4604	4497	No terminal repeats	4	11	0.8195	NA	0	0.5623	NA	NA
k127_1286329	908	No terminal repeats	1	11	0.8191	NA	1	1.1977	MOBC	NA
k127_1180033	349	No terminal repeats	1	11	0.8176	NA	1	1.3148	T_virB8	NA
k127_433108	4435	No terminal repeats	7	11	0.8174	NA	0	0.8535	NA	NA
k127_1089630	333	No terminal repeats	1	11	0.8162	NA	1	1.3389	NA	NA
k127_1350580	301	No terminal repeats	2	11	0.8145	NA	1	1.5789	NA	NA
k127_579774	490	No terminal repeats	2	11	0.8142	NA	1	1.5789	NA	NA
k127_987424	476	No terminal repeats	2	11	0.8123	NA	1	1.4636	F_traE	NA
k127_324282	615	No terminal repeats	1	11	0.8107	NA	1	1.2242	MOBP1	NA
k127_501092	900	No terminal repeats	1	11	0.8094	NA	1	1.1977	MOBC	NA
k127_1288589	10451	No terminal repeats	12	11	0.8090	NA	0	1.0288	NA	NF033103
k127_1020096	4549	No terminal repeats	6	11	0.8088	NA	0	1.4674	NA	NA
k127_335473	2905	No terminal repeats	5	11	0.8087	NA	0	0.6768	NA	NA
k127_848833	6215	No terminal repeats	5	11	0.8083	NA	0	0.2290	NA	NF000469
k127_420632	5456	No terminal repeats	9	11	0.8072	NA	0	1.2812	NA	NA
k127_296601	2714	No terminal repeats	5	11	0.8071	NA	0	2.0234	NA	NA
k127_899555	3980	No terminal repeats	5	11	0.8069	NA	0	0.7195	NA	NA
k127_525735	1045	No terminal repeats	2	11	0.8055	NA	1	1.2242	MOBP1	NA
k127_830459	357	No terminal repeats	2	11	0.8047	NA	1	1.4636	F_traE	NA
k127_300969	892	No terminal repeats	1	11	0.8038	NA	1	1.3139	NA	NA
k127_506696	507	No terminal repeats	2	11	0.8023	NA	1	1.5789	NA	NA
k127_571397	3354	No terminal repeats	5	11	0.8020	NA	0	0.1803	NA	NA
k127_544776	337	No terminal repeats	2	11	0.8018	NA	1	1.4636	F_traE	NA
k127_586285	2571	No terminal repeats	5	11	0.8006	NA	0	1.2573	NA	NA
k127_7756	2857	No terminal repeats	3	11	0.7988	NA	0	1.0981	NA	NA
k127_300162	721	No terminal repeats	1	11	0.7972	NA	1	1.1540	NA	NA
k127_378529	553	No terminal repeats	3	11	0.7965	NA	1	1.4636	F_traE	NA
k127_706877	409	No terminal repeats	2	11	0.7945	NA	1	1.4636	F_traE	NA
k127_1202716	3189	No terminal repeats	6	11	0.7941	NA	0	1.6167	NA	NA
k127_682916	7234	No terminal repeats	7	11	0.7937	NA	0	0.5688	NA	NA
k127_554541	2954	No terminal repeats	4	11	0.7934	NA	0	1.1516	NA	NA
k127_653636	3618	No terminal repeats	4	11	0.7930	NA	0	0.8744	NA	NF000095
k127_828310	539	No terminal repeats	2	11	0.7925	NA	1	1.5789	NA	NA
k127_350716	434	No terminal repeats	2	11	0.7924	NA	1	0.9172	NA	NA
k127_900785	317	No terminal repeats	1	11	0.7918	NA	1	1.5789	NA	NA
k127_640023	445	No terminal repeats	2	11	0.7918	NA	1	1.4636	F_traE	NA
k127_860338	490	No terminal repeats	1	11	0.7915	NA	1	1.2855	T_virB9	NA
k127_1311114	309	No terminal repeats	1	11	0.7901	NA	1	0.9672	NA	NA
k127_1249361	3580	No terminal repeats	6	11	0.7895	NA	0	0.5019	NA	NA
k127_732148	2877	No terminal repeats	2	11	0.7888	NA	0	1.1425	NA	NA
k127_1142727	3291	No terminal repeats	5	11	0.7872	NA	0	1.1339	NA	NA
k127_708445	10584	No terminal repeats	11	11	0.7869	NA	0	1.1457	NA	NA
k127_798734	890	No terminal repeats	2	11	0.7865	NA	1	0.9724	virb4	NA
k127_719368	2840	No terminal repeats	5	11	0.7853	NA	0	0.4580	NA	NA
k127_771943	3048	No terminal repeats	3	11	0.7846	NA	0	0.4059	NA	NA
k127_1083282	355	No terminal repeats	2	11	0.7834	NA	1	1.7145	NA	NA
k127_143520	317	No terminal repeats	2	11	0.7830	NA	1	1.5789	NA	NA
k127_172912	5782	No terminal repeats	4	11	0.7828	NA	0	1.5384	NA	NA
k127_1156919	837	No terminal repeats	1	11	0.7827	NA	1	1.3816	NA	NA
k127_1353626	531	No terminal repeats	2	11	0.7827	NA	1	1.5789	NA	NA
k127_1064814	2829	No terminal repeats	3	11	0.7827	NA	1	1.7309	F_traE	NA
k127_514934	381	No terminal repeats	1	11	0.7825	NA	1	1.3243	NA	NA
k127_1189514	2578	No terminal repeats	2	11	0.7824	NA	0	1.3157	NA	NA
k127_608110	7450	No terminal repeats	9	11	0.7818	NA	0	0.6475	NA	NA
k127_225167	2920	No terminal repeats	2	11	0.7810	NA	0	0.9787	NA	NA
k127_1038982	2776	No terminal repeats	4	11	0.7786	NA	0	1.5515	NA	NA
k127_1058427	359	No terminal repeats	2	11	0.7780	NA	1	1.3148	T_virB8	NA
k127_381071	411	No terminal repeats	1	11	0.7775	NA	1	1.4373	NA	NA
k127_1166548	4333	No terminal repeats	6	11	0.7775	NA	0	1.6662	NA	NA
k127_1241399	2793	No terminal repeats	2	11	0.7761	NA	0	0.3344	NA	NA
k127_1317652	4581	No terminal repeats	7	11	0.7761	NA	0	0.8293	NA	NA
k127_784139	2551	No terminal repeats	5	11	0.7750	NA	0	0.6906	NA	NA
k127_333171	5586	No terminal repeats	4	11	0.7747	NA	0	0.3416	NA	NA
k127_13248	3537	No terminal repeats	3	11	0.7730	NA	0	0.4794	NA	NA
k127_1193251	397	No terminal repeats	1	11	0.7726	NA	1	1.3148	T_virB8	NA
k127_933423	864	No terminal repeats	2	11	0.7709	NA	1	0.9783	NA	NA
k127_812079	2648	No terminal repeats	5	11	0.7709	NA	0	0.3394	NA	NA
k127_1023534	3046	No terminal repeats	4	11	0.7675	NA	0	1.2039	NA	NA
k127_564531	2725	No terminal repeats	4	11	0.7675	NA	0	1.1516	NA	NA
k127_1049450	4103	No terminal repeats	6	11	0.7668	NA	0	0.5683	NA	NA
k127_480455	2881	No terminal repeats	5	11	0.7664	NA	0	0.1512	NA	NA
k127_874081	849	No terminal repeats	1	11	0.7638	NA	1	1.2242	MOBP1	NA
k127_185884	674	No terminal repeats	1	11	0.7630	NA	1	1.3243	NA	NA
k127_497306	8206	No terminal repeats	8	11	0.7611	NA	0	0.9938	NA	NA
k127_488426	614	No terminal repeats	2	11	0.7608	NA	1	1.0283	NA	NA
k127_1014927	2876	No terminal repeats	5	11	0.7590	NA	0	0.3041	NA	NA
k127_499946	5572	No terminal repeats	6	11	0.7589	NA	0	0.2420	NA	NA
k127_434671	328	No terminal repeats	1	11	0.7587	NA	1	0.9672	NA	NA
k127_1197846	8180	No terminal repeats	6	11	0.7584	NA	0	0.5205	NA	NF033105
k127_195704	445	No terminal repeats	2	11	0.7582	NA	1	1.5789	NA	NA
k127_896111	3141	No terminal repeats	3	11	0.7578	NA	0	0.2510	NA	NA
k127_1259827	501	No terminal repeats	2	11	0.7566	NA	1	1.5789	NA	NA
k127_920207	511	No terminal repeats	2	11	0.7550	NA	1	1.5789	NA	NA
k127_693285	4316	No terminal repeats	6	11	0.7533	NA	0	0.7084	NA	NA
k127_411962	603	No terminal repeats	1	11	0.7526	NA	1	1.1426	NA	NA
k127_1211737	3602	No terminal repeats	3	11	0.7514	NA	0	0.4804	NA	NA
k127_219427	5924	No terminal repeats	5	11	0.7501	NA	0	0.3563	NA	NA
k127_557805	431	No terminal repeats	1	11	0.7492	NA	1	1.0073	T_virB9	NA
k127_376593	380	No terminal repeats	1	11	0.7488	NA	1	1.0188	T_virB8	NA
k127_1134152	4869	No terminal repeats	6	11	0.7485	NA	0	0.1765	NA	NF000095
k127_1258291	4187	No terminal repeats	7	11	0.7485	NA	0	0.1807	NA	NA
k127_848952	401	No terminal repeats	2	11	0.7479	NA	1	1.5789	NA	NA
k127_296401	2797	No terminal repeats	4	11	0.7470	NA	0	1.3254	NA	NA
k127_694613	484	No terminal repeats	2	11	0.7461	NA	1	1.4138	NA	NA
k127_148015	10456	No terminal repeats	9	11	0.7457	NA	0	1.0685	NA	NA
k127_1110484	5905	No terminal repeats	7	11	0.7445	NA	0	0.3418	NA	NA
k127_1233764	764	No terminal repeats	2	11	0.7439	NA	1	1.7145	NA	NA
k127_993292	6969	No terminal repeats	6	11	0.7433	NA	0	1.1808	NA	NA
k127_589753	394	No terminal repeats	1	11	0.7420	NA	1	0.9672	NA	NA
k127_97695	326	No terminal repeats	2	11	0.7415	NA	1	1.2067	T_virB5	NA
k127_129945	660	No terminal repeats	2	11	0.7403	NA	1	1.3243	NA	NA
k127_652529	335	No terminal repeats	1	11	0.7401	NA	1	1.4373	NA	NA
k127_1286384	3267	No terminal repeats	4	11	0.7391	NA	0	1.1742	NA	NA
k127_466033	426	No terminal repeats	2	11	0.7377	NA	1	1.4636	F_traE	NA
k127_784212	610	No terminal repeats	2	11	0.7375	NA	1	1.6642	NA	NA
k127_970360	323	No terminal repeats	1	11	0.7348	NA	1	0.9672	NA	NA
k127_11236	6703	No terminal repeats	9	11	0.7346	NA	0	0.6731	NA	NA
k127_1000454	357	No terminal repeats	1	11	0.7331	NA	1	0.9672	NA	NA
k127_976586	6526	No terminal repeats	6	11	0.7328	NA	0	0.2120	NA	NA
